,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20161231,19700101,
一、营业总收入,170286927.93,106100463.27,46613814.74,255014004.76,184871676.73,122816044.28,58396900.00,262249172.57,185979974.01,118036832.87,54114700.00,233464378.81,174723547.73,0,
营业收入,170286927.93,106100463.27,46613814.74,255014004.76,184871676.73,122816044.28,58396900.00,262249172.57,185979974.01,118036832.87,54114700.00,233464378.81,174723547.73,0,
二、营业总成本,124406360.08,77095404.22,35234550.22,197079770.56,137438228.21,90074264.27,0,189781751.91,128748287.57,85583227.21,0,165707361.56,128223423.95,0,
营业成本,89626196.42,56038493.76,25960066.30,132178600.47,94723445.86,62550631.78,0,126343121.80,90959640.43,59106141.85,0,112440143.96,87224236.46,0,
营业税金及附加,1446748.21,1026840.86,446946.61,2342608.47,1567316.72,1055624.56,0,2752774.00,1963151.90,1356677.15,0,3155552.39,2137102.86,0,
销售费用,10279860.27,6620064.12,2954923.33,20849486.27,13491935.24,8630595.42,0,19024825.60,11283971.19,7925349.35,0,15488312.77,12192721.70,0,
管理费用,17749361.08,11398603.05,5419018.33,29117666.55,18687222.23,10716189.63,0,22633063.78,14503996.59,10274505.91,0,17118141.10,12793436.35,0,
财务费用,-6578840.84,-5629107.08,-3031153.46,-4891593.57,-1779504.86,206305.73,0,-278380.79,-383694.71,211666.70,0,1356923.33,-1263973.92,0,
研发费用,11883034.94,7640509.51,3484749.11,17483002.37,10747813.02,6914917.15,0,16653508.34,10421222.17,6708886.25,0,14304634.24,13458054.95,0,
资产减值损失,0,0,0,0,0,0,0,2652839.18,0,0,0,1843653.77,1681845.55,0,
公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
投资收益,403890.40,403890.40,403890.40,1042539.07,0,0,0,0,0,0,0,0,0,0,
其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
三、营业利润,48829140.64,31153817.20,13113367.66,65092597.64,52479747.25,37095629.47,16344200.00,77125853.49,59673950.79,35898624.62,16364000.00,68998787.56,46227629.89,0,
加:营业外收入,81568.73,7102.02,0,3660473.86,19610.38,19610.38,0,40825.74,65824.11,65824.11,0,152244.39,3078266.00,0,
减：营业外支出,322261.18,139063.30,139048.29,63685.69,11521.88,5600.00,0,275201.60,46846.67,3720.99,0,1292983.36,226220.00,0,
其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
四、利润总额,48588448.19,31021855.92,12974319.37,68689385.81,52487835.75,37109639.85,16357400.00,76891477.63,59692928.23,35960727.74,16374300.00,67858048.59,49079675.89,0,
减：所得税费用,7261422.64,4200879.59,1977452.15,8667820.94,7922049.31,5594130.90,0,10593593.97,10407815.01,5661910.39,0,9716872.62,6992781.34,0,
五、净利润,41327025.55,26820976.33,10996867.22,60021564.87,44565786.44,31515508.95,14169800.00,66297883.66,49285113.22,30298817.35,14062900.00,58141175.97,42086894.55,0,
归属于母公司所有者的净利润,41327025.55,26820976.33,10996867.22,60021564.87,44565786.44,31515508.95,14169800.00,66297883.66,49285113.22,30298817.35,14062900.00,58141175.97,42086894.55,0,
少数股东损益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
基本每股收益(元/股),0.520000,0.340000,0.140000,0.880000,0.690000,0.530000,0.240000,1.100000,0.820000,0.500000,0,0.970000,0.700000,0,
稀释每股收益(元/股),0.520000,0.340000,0.140000,0.880000,0.690000,0.530000,0.240000,1.100000,0.820000,0.500000,0,0.970000,0.700000,0,
七、其他综合收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
八、综合收益总额,41327025.55,26820976.33,10996867.22,60021564.87,44565786.44,31515508.95,0,66297883.66,49285113.22,30298817.35,0,58141175.97,42086894.55,0,
归属于母公司所有者的综合收益总额,41327025.55,26820976.33,10996867.22,60021564.87,44565786.44,31515508.95,0,66297883.66,49285113.22,30298817.35,0,58141175.97,42086894.55,0,
归属于少数股东的综合收益总额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
