,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20171231,20161231,19700101,
一、营业总收入,268775672.77,150397885.41,49663719.55,354319330.18,255367600.00,161026808.69,71550677.45,222312864.19,158087200.00,139969162.32,75286130.41,0,
营业收入,268775672.77,150397885.41,49663719.55,354319330.18,255367600.00,161026808.69,71550677.45,222312864.19,158087200.00,139969162.32,75286130.41,0,
二、营业总成本,182342643.03,104963387.78,38214451.28,243357011.76,20703300.00,106166585.53,48218777.66,154938640.94,18658800.00,129871795.60,64915455.36,0,
营业成本,25183539.10,13401651.50,5488302.38,30956387.67,20703300.00,13277058.48,6753185.47,25463088.09,18658800.00,30471414.67,18604171.80,0,
营业税金及附加,2534719.98,1055003.87,475855.86,2890547.53,0,1280626.92,761328.48,2727818.58,0,1884720.16,1106806.91,0,
销售费用,125110330.69,71443094.13,23747402.08,176027620.59,0,76647322.12,34214742.52,103538843.86,0,50744777.57,24009472.84,0,
管理费用,11937796.42,8224540.69,4006735.83,15204497.89,0,6202884.83,2858252.26,10143355.51,0,34566712.06,9069066.17,0,
财务费用,-2130143.91,-1823376.80,-104677.11,-171415.33,0,-98488.32,12735.29,-244792.69,0,-550974.66,-150913.46,0,
研发费用,19706400.75,12662474.39,4600832.24,18449373.41,0,8857181.50,3618533.64,13310327.59,0,12755145.80,12276851.10,0,
资产减值损失,0,0,0,0,0,0,0,0,0,0,0,0,
公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,
投资收益,4954227.04,813268.85,660521.40,2931440.95,0,1741632.46,827534.38,3817846.97,0,1812142.93,1535467.68,0,
其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0,0,
汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,
三、营业利润,89896253.08,44762467.78,14160585.13,109339970.03,81869700.00,53960442.04,23382230.88,68356317.75,47877900.00,8227878.08,1134436.03,0,
加:营业外收入,4712057.49,366116.60,3113.04,4655304.18,0,4621359.50,1412.50,3617214.80,0,1724054.50,2058579.98,0,
减：营业外支出,275936.38,1500.00,1000.00,35406.21,0,19708.96,19358.96,317068.69,0,553164.00,117827.77,0,
其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,0,0,
四、利润总额,94332374.19,45127084.38,14162698.17,113959868.00,86476500.00,58562092.58,23364284.42,71656463.86,51225100.00,9398768.58,3075188.24,0,
减：所得税费用,14529846.34,7113912.32,2251927.58,15900021.35,0,8897726.67,3565038.84,9686683.21,0,4709727.92,-54442.91,0,
五、净利润,79802527.85,38013172.06,11910770.59,98059846.65,73338100.00,49664365.91,19799245.58,61969780.65,43454300.00,4689040.66,3129631.15,0,
归属于母公司所有者的净利润,79802527.85,38013172.06,11910770.59,97818385.56,73096700.00,49422904.82,19583538.79,62137433.24,43834300.00,5202069.11,3129631.15,0,
少数股东损益,0,0,0,241461.09,0,241461.09,215706.79,-167652.59,0,-513028.45,0,0,
基本每股收益(元/股),0.440000,0.220000,0.080000,0.640000,0,0.320000,0.130000,0.400000,0,0.040000,0.020000,0,
稀释每股收益(元/股),0.440000,0.220000,0.080000,0.640000,0,0.320000,0.130000,0.400000,0,0.040000,0.020000,0,
七、其他综合收益,0,0,0,0,0,0,0,0,0,0,0,0,
八、综合收益总额,79802527.85,38013172.06,11910770.59,98059846.65,0,49664365.91,19799245.58,61969780.65,0,4689040.66,3129631.15,0,
归属于母公司所有者的综合收益总额,79802527.85,38013172.06,11910770.59,97818385.56,0,49422904.82,19583538.79,62137433.24,0,5202069.11,3129631.15,0,
归属于少数股东的综合收益总额,0,0,0,241461.09,0,241461.09,215706.79,-167652.59,0,-513028.45,0,0,
